Longitude,Latitude,datetime,UHI Index,road_density
-73.90911833,40.80516667,24-07-2021 15:57,1.011296294,10591.77480343263
-73.90902667,40.80509833,24-07-2021 15:57,1.011296294,10716.836569997446
-73.90895333,40.80503167,24-07-2021 15:58,1.015623724,10520.314907318121
-73.90889167,40.80498833,24-07-2021 15:58,1.015623724,10413.988247640162
-73.90883167,40.804955,24-07-2021 15:58,1.015623724,9395.401145708749
-73.90870167,40.80489167,24-07-2021 15:58,1.019951154,9395.401145708749
-73.90863833,40.80486167,24-07-2021 15:58,1.019951154,8242.837368137594
-73.90858,40.80483667,24-07-2021 15:58,1.019951154,7728.763247507033
-73.90852667,40.804815,24-07-2021 15:58,1.019951154,7728.763247507033
-73.90847333,40.80479667,24-07-2021 15:58,1.017787439,7728.763247507033
-73.90842333,40.80478,24-07-2021 15:58,1.017787439,7728.763247507033
-73.90837333,40.80476667,24-07-2021 15:58,1.017787439,6486.274373036287
-73.908315,40.80474,24-07-2021 15:58,1.017787439,6167.311688635598
-73.90824,40.80463667,24-07-2021 15:58,1.017787439,2285.6473421791966
-73.90812,40.804555,24-07-2021 15:58,1.013460009,2145.6210452479713
-73.90805,40.80449833,24-07-2021 15:58,1.013460009,2145.6210452479713
-73.90797167,40.80446,24-07-2021 15:58,1.013460009,2145.6210452479713
-73.90789,40.80441167,24-07-2021 15:58,1.011296294,2233.46545934549
-73.90774667,40.80431833,24-07-2021 15:58,1.011296294,2233.46545934549
-73.90767833,40.804275,24-07-2021 15:58,1.011296294,2233.46545934549
-73.907605,40.804235,24-07-2021 15:58,1.011296294,2233.46545934549
-73.907515,40.80420833,24-07-2021 15:58,1.011296294,2233.46545934549
-73.90745167,40.804175,24-07-2021 15:58,1.013460009,2695.8860841685696
-73.90736167,40.804135,24-07-2021 15:58,1.013460009,2844.128836220421
-73.90721833,40.80409667,24-07-2021 15:58,1.013460009,3126.629756277831
-73.90718,40.80413667,24-07-2021 15:58,1.013460009,3126.629756277831
-73.907135,40.80417833,24-07-2021 15:58,1.013460009,3386.4170717364755
-73.90709,40.80422333,24-07-2021 15:58,1.00913258,3386.4170717364755
-73.90704333,40.80427167,24-07-2021 15:58,1.00913258,3407.897737173265
-73.906985,40.80432667,24-07-2021 15:58,1.00913258,3259.6549851214136
-73.90693,40.80438,24-07-2021 15:58,1.00913258,3383.3115465750757
-73.906875,40.80442667,24-07-2021 15:58,1.006968865,3316.260642124805
-73.90682833,40.80446833,24-07-2021 15:59,1.007089071,3316.260642124805
-73.90678333,40.8045,24-07-2021 15:59,1.007089071,3497.0271223020695
-73.90674167,40.80451333,24-07-2021 15:59,1.007089071,3497.0271223020695
-73.9067,40.80451,24-07-2021 15:59,1.004925356,3497.0271223020695
-73.90665667,40.80448833,24-07-2021 15:59,1.004925356,3564.078026752341
-73.90660667,40.80445333,24-07-2021 15:59,1.007089071,3564.078026752341
-73.90655667,40.80441167,24-07-2021 15:59,1.007089071,3419.443183658494
-73.90649,40.80436667,24-07-2021 15:59,1.007089071,3567.685935710345
-73.906415,40.80432333,24-07-2021 15:59,1.007089071,3879.7492267252737
-73.90633,40.804275,24-07-2021 15:59,1.007089071,3698.9827465480084
-73.90624167,40.80422333,24-07-2021 15:59,1.007089071,3698.9827465480084
-73.90606,40.80412,24-07-2021 15:59,1.007089071,3754.208588240061
-73.90597,40.80407,24-07-2021 15:59,1.007089071,3630.552026786399
-73.90573333,40.80394333,24-07-2021 15:59,1.007089071,3484.009594784792
-73.90568167,40.803915,24-07-2021 15:59,1.007089071,3484.009594784792
-73.90563,40.80389167,24-07-2021 15:59,1.000597926,3484.009594784792
-73.90562667,40.803875,24-07-2021 15:59,1.000597926,3484.009594784792
-73.905605,40.80382333,24-07-2021 15:59,0.998434212,3484.009594784792
-73.90562833,40.803785,24-07-2021 15:59,0.998434212,3484.009594784792
-73.90566833,40.80373833,24-07-2021 15:59,0.998434212,3484.009594784792
-73.90572167,40.80368667,24-07-2021 15:59,0.998434212,3484.009594784792
-73.90577667,40.80363333,24-07-2021 15:59,1.000597926,3484.009594784792
-73.90583167,40.80357833,24-07-2021 15:59,1.000597926,3484.009594784792
-73.90588333,40.80352833,24-07-2021 15:59,0.998434212,3484.009594784792
-73.90592667,40.80348333,24-07-2021 15:59,0.998434212,3484.009594784792
-73.90596667,40.80344333,24-07-2021 15:59,0.998434212,3484.009594784792
-73.906,40.80340833,24-07-2021 15:59,0.998434212,3484.009594784792
-73.90602333,40.80338333,24-07-2021 15:59,0.996270497,3484.009594784792
-73.90607,40.80331667,24-07-2021 15:59,0.991943067,3484.009594784792
-73.90609333,40.80328,24-07-2021 15:59,0.989779352,3484.009594784792
-73.90617,40.80319667,24-07-2021 15:59,0.989779352,3484.009594784792
-73.90625667,40.80311667,24-07-2021 15:59,0.987615637,4443.503485069079
-73.90634667,40.803035,24-07-2021 15:59,0.987615637,4443.503485069079
-73.90642833,40.80296167,24-07-2021 15:59,0.987615637,4282.727613027391
-73.90650333,40.802895,24-07-2021 15:59,0.987615637,3970.6643220124633
-73.90665167,40.80274667,24-07-2021 15:59,0.983288207,2987.2286331321343
-73.906725,40.80267333,24-07-2021 15:59,0.985451922,3803.6786833639653
-73.9068,40.8026,24-07-2021 15:59,0.985451922,3696.881444297242
-73.90687333,40.80252833,24-07-2021 15:59,0.987615637,3747.271768439621
-73.90694833,40.80245333,24-07-2021 15:59,0.987615637,3844.8717471991204
-73.90702,40.80237833,24-07-2021 15:59,0.985451922,3844.8717471991204
-73.90709167,40.80230833,24-07-2021 15:59,0.985451922,3651.359636954268
-73.90714667,40.80225167,24-07-2021 15:59,0.981124492,3358.3767612707534
-73.90718,40.802215,24-07-2021 15:59,0.981124492,3358.3767612707534
-73.907205,40.80219167,24-07-2021 15:59,0.985451922,3358.3767612707534
-73.90729,40.80219167,24-07-2021 15:59,0.987615637,3358.3767612707534
-73.90734333,40.80221667,24-07-2021 15:59,0.987615637,3725.1023468234507
-73.90740333,40.80225167,24-07-2021 15:59,0.987615637,3725.1023468234507
-73.90747,40.80229667,24-07-2021 15:59,0.987615637,3725.1023468234507
-73.90754833,40.80234333,24-07-2021 15:59,0.987615637,3725.1023468234507
-73.90763833,40.802395,24-07-2021 15:59,0.987615637,3725.1023468234507
-73.90773333,40.80244667,24-07-2021 15:59,0.987615637,3725.1023468234507
-73.90783167,40.80250333,24-07-2021 15:59,0.987615637,3725.1023468234507
-73.90803167,40.802615,24-07-2021 15:59,0.989779352,3658.0514423731797
-73.90812667,40.80266833,24-07-2021 15:01,0.989779352,3509.8086903213284
-73.90820333,40.80271333,24-07-2021 15:01,0.991943067,3509.8086903213284
-73.90829,40.80275833,24-07-2021 15:01,0.992063273,3509.8086903213284
-73.90837167,40.80281167,24-07-2021 15:01,0.996390703,3509.8086903213284
-73.90840167,40.80283,24-07-2021 15:01,0.996390703,3509.8086903213284
-73.90844167,40.80285,24-07-2021 15:01,0.996390703,3509.8086903213284
-73.90849167,40.80287333,24-07-2021 15:01,0.996390703,3509.8086903213284
-73.908605,40.80294,24-07-2021 15:01,1.000718133,3509.8086903213284
-73.90866833,40.80298,24-07-2021 15:01,1.005045563,3509.8086903213284
-73.90873667,40.803025,24-07-2021 15:01,1.005045563,2232.601565423189
-73.90881667,40.80307167,24-07-2021 15:01,1.005045563,2232.601565423189
-73.90890167,40.80312,24-07-2021 15:01,1.005045563,2232.601565423189
-73.90898667,40.80317,24-07-2021 15:01,1.000718133,2232.601565423189
-73.90907667,40.80322,24-07-2021 15:01,1.000718133,2291.558871836757
-73.90917,40.80327167,24-07-2021 15:01,1.000718133,2192.5474284198003
-73.909265,40.80332167,24-07-2021 15:01,1.000718133,2236.097480756379
-73.90936,40.80337667,24-07-2021 15:01,1.000718133,2236.097480756379
-73.909455,40.80343333,24-07-2021 15:01,1.000718133,2236.097480756379
-73.90955167,40.80349,24-07-2021 15:01,0.998554418,2236.097480756379
-73.909645,40.80354833,24-07-2021 15:01,0.998554418,2236.097480756379
-73.90975333,40.80359333,24-07-2021 15:01,0.998554418,2236.097480756379
-73.90986,40.80364167,24-07-2021 15:01,0.998554418,2411.9464579033147
-73.90996167,40.80368833,24-07-2021 15:01,0.998554418,1793.9668530655383
-73.910065,40.80373333,24-07-2021 15:01,0.998554418,1863.8494611753106
-73.91016667,40.803775,24-07-2021 15:01,1.000718133,2460.4046531098184
-73.91026833,40.80381667,24-07-2021 15:01,1.000718133,3195.9625366996283
-73.91036667,40.80385833,24-07-2021 15:01,1.007209277,3445.3868920578984
-73.910465,40.80390333,24-07-2021 15:01,1.007209277,5799.740592546837
-73.91056667,40.803945,24-07-2021 15:01,1.009372992,6448.6354377809
-73.91066667,40.80399,24-07-2021 15:02,1.009372992,9151.14667784745
-73.91077,40.80403333,24-07-2021 15:02,1.011536707,9288.218201056994
-73.91087,40.80407667,24-07-2021 15:02,1.011536707,9360.15917096932
-73.91104333,40.80416833,24-07-2021 15:02,1.011536707,9950.472001240561
-73.91112667,40.80421,24-07-2021 15:02,1.011536707,10626.937859935679
-73.91121,40.804245,24-07-2021 15:02,1.011536707,12091.378296992736
-73.91128667,40.80427167,24-07-2021 15:02,1.011536707,12091.378296992736
-73.911345,40.804295,24-07-2021 15:02,1.013700422,12091.378296992736
-73.911385,40.80431167,24-07-2021 15:02,1.013700422,12091.378296992736
-73.91140667,40.80432167,24-07-2021 15:02,1.015864137,12091.378296992736
-73.91156333,40.80437,24-07-2021 15:02,1.035457777,12091.378296992736
-73.911605,40.804385,24-07-2021 15:02,1.035457777,12091.378296992736
-73.91168667,40.80441833,24-07-2021 15:02,1.037621492,12091.378296992736
-73.91172667,40.80443333,24-07-2021 15:02,1.035457777,13305.512554888826
-73.91183333,40.80448,24-07-2021 15:02,1.031130348,13447.39194409749
-73.91187667,40.80449833,24-07-2021 15:02,1.031130348,13275.382945754176
-73.91191667,40.804515,24-07-2021 15:02,1.031130348,13275.382945754176
-73.91195833,40.80453333,24-07-2021 15:02,1.035457777,13275.382945754176
-73.91200333,40.80455333,24-07-2021 15:02,1.035457777,13275.382945754176
-73.912045,40.80456833,24-07-2021 15:02,1.033294062,13275.382945754176
-73.91207333,40.80457167,24-07-2021 15:02,1.033294062,13275.382945754176
-73.91214333,40.8046,24-07-2021 15:02,1.031130348,13337.821357734894
-73.91219333,40.80461833,24-07-2021 15:02,1.031130348,13278.864051321329
-73.912275,40.804645,24-07-2021 15:02,1.024639203,13278.864051321329
-73.91236667,40.80469833,24-07-2021 15:02,1.024639203,13278.864051321329
-73.91245333,40.804735,24-07-2021 15:02,1.031130348,13278.864051321329
-73.912545,40.804785,24-07-2021 15:02,1.031130348,13055.33700819592
-73.91263,40.80482667,24-07-2021 15:02,1.033294062,12027.949597010629
-73.91271833,40.804865,24-07-2021 15:02,1.033294062,12027.949597010629
-73.91281,40.80490833,24-07-2021 15:02,1.035457777,12027.949597010629
-73.91290833,40.80495333,24-07-2021 15:03,1.035457777,12444.151545615921
-73.91301333,40.80500667,24-07-2021 15:03,1.035457777,12538.09335600491
-73.91312,40.805055,24-07-2021 15:03,1.035457777,12507.259200098755
-73.91322667,40.80509833,24-07-2021 15:03,1.037621492,10789.741626585166
-73.91332167,40.80514167,24-07-2021 15:03,1.037621492,10547.71855768381
-73.91352167,40.80522667,24-07-2021 15:03,1.035457777,10051.333059140426
-73.913625,40.805275,24-07-2021 15:03,1.031130348,9761.803487312467
-73.913835,40.805365,24-07-2021 15:03,1.031130348,8322.588369508823
-73.91393667,40.80540667,24-07-2021 15:03,1.031130348,7853.434132113132
-73.91403,40.805445,24-07-2021 15:03,1.031130348,7293.814922674173
-73.91411167,40.80548,24-07-2021 15:03,1.028966633,6569.52677577269
-73.914175,40.80550667,24-07-2021 15:03,1.028966633,6569.52677577269
-73.91421167,40.805525,24-07-2021 15:03,1.026802918,6133.146404242348
-73.91423333,40.805535,24-07-2021 15:03,1.026802918,6133.146404242348
-73.91437,40.80557833,24-07-2021 15:03,1.026923124,5406.006165236076
-73.91442167,40.80556833,24-07-2021 15:03,1.026923124,5406.006165236076
-73.914445,40.80556,24-07-2021 15:03,1.031250554,5406.006165236076
-73.9145,40.80552333,24-07-2021 15:03,1.029086839,5364.808554720936
-73.91452667,40.80547833,24-07-2021 15:03,1.029086839,5364.808554720936
-73.91456333,40.80542667,24-07-2021 15:03,1.029086839,5492.964509728923
-73.91460167,40.80536667,24-07-2021 15:03,1.026923124,5492.964509728923
-73.91464667,40.80530167,24-07-2021 15:03,1.026923124,5747.758671396059
-73.91469667,40.80523667,24-07-2021 15:03,1.026923124,5699.509939055772
-73.91474167,40.80517333,24-07-2021 15:03,1.026923124,5699.509939055772
-73.91478167,40.80511833,24-07-2021 15:03,1.022595694,6370.848722885574
-73.91480667,40.805075,24-07-2021 15:03,1.022595694,6370.848722885574
-73.91489167,40.80498167,24-07-2021 15:03,1.020431979,4434.484905840746
-73.914925,40.80494,24-07-2021 15:03,1.020431979,5136.818715937098
-73.91497167,40.80488833,24-07-2021 15:03,1.018268265,5700.345249554072
-73.91502333,40.804825,24-07-2021 15:03,1.018268265,5956.786696089247
-73.91507667,40.804755,24-07-2021 15:03,1.013940835,6644.4404918360415
-73.91513833,40.80467,24-07-2021 15:04,1.013940835,7039.574219335059
-73.91521167,40.80457833,24-07-2021 15:04,1.01177712,7395.698324759535
-73.91528333,40.80448833,24-07-2021 15:04,1.01177712,7412.156832701904
-73.91535,40.80440167,24-07-2021 15:04,1.00744969,8296.253186702927
-73.91556,40.80413167,24-07-2021 15:04,1.005285975,8557.995111633403
-73.915625,40.80405,24-07-2021 15:04,1.005285975,9255.033439014118
-73.91569333,40.80396833,24-07-2021 15:04,1.00312226,9557.419057433477
-73.91576167,40.803895,24-07-2021 15:04,1.00312226,9728.141667811624
-73.91581333,40.80383,24-07-2021 15:04,1.00312226,9903.778893390992
-73.91585333,40.80378667,24-07-2021 15:04,1.00312226,9903.778893390992
-73.91588,40.80376333,24-07-2021 15:04,1.00312226,9903.778893390992
-73.91591167,40.80375167,24-07-2021 15:04,1.00312226,10068.477447212177
-73.91602,40.80376667,24-07-2021 15:04,1.000958546,10068.477447212177
-73.91610167,40.80379333,24-07-2021 15:04,1.000958546,10129.08585945374
-73.91619833,40.80383,24-07-2021 15:04,1.000958546,9702.744547428452
-73.91630333,40.80387667,24-07-2021 15:04,0.998794831,9702.744547428452
-73.91641167,40.80392,24-07-2021 15:04,0.998794831,9162.515688579153
-73.916525,40.80396833,24-07-2021 15:04,0.996631116,8816.676675506906
-73.91664333,40.80401667,24-07-2021 15:04,0.996631116,8446.816552059829
-73.91703167,40.80417333,24-07-2021 15:04,0.992303686,8274.243858939228
-73.917165,40.80422333,24-07-2021 15:04,0.992303686,8559.774288459881
-73.917295,40.80427333,24-07-2021 15:04,0.994467401,7793.783342132533
-73.91742167,40.80432333,24-07-2021 15:04,0.994467401,7596.108389033622
-73.917545,40.80437167,24-07-2021 15:04,0.998794831,6075.400004575035
-73.917665,40.80442,24-07-2021 15:04,0.998794831,6539.886715209254
-73.91777333,40.804465,24-07-2021 15:04,1.00312226,6375.188161388069
-73.91787167,40.80450667,24-07-2021 15:04,1.003242467,5955.461713961741
-73.91795833,40.80454167,24-07-2021 15:04,1.005406182,5955.461713961741
-73.91803333,40.80456833,24-07-2021 15:04,1.005406182,5582.365713982266
-73.91809167,40.80459,24-07-2021 15:04,1.007569897,5582.365713982266
-73.91813,40.804605,24-07-2021 15:04,1.007569897,5582.365713982266
-73.91817167,40.80464667,24-07-2021 15:04,1.014061041,6840.050024214935
-73.91821667,40.80466667,24-07-2021 15:04,1.014061041,6669.327413836786
-73.91826333,40.80469,24-07-2021 15:04,1.014061041,6669.327413836786
-73.91831333,40.80471333,24-07-2021 15:04,1.011897326,5997.988630006987
-73.91836667,40.80473667,24-07-2021 15:04,1.011897326,5997.988630006987
-73.91842667,40.80475667,24-07-2021 15:04,1.011897326,5802.409485981993
-73.91848833,40.80477667,24-07-2021 15:04,1.011897326,4544.725175749323
-73.91855,40.80479333,24-07-2021 15:04,1.014061041,4544.725175749323
-73.91861167,40.80480667,24-07-2021 15:04,1.014061041,4544.725175749323
-73.91873167,40.80480667,24-07-2021 15:04,1.020552186,4594.969167892307
-73.91877,40.80479667,24-07-2021 15:04,1.018388471,4617.819644659719
-73.91879833,40.804775,24-07-2021 15:04,1.018388471,4810.987981135332
-73.91882167,40.80475,24-07-2021 15:04,1.024879616,4810.987981135332
-73.91884,40.80472667,24-07-2021 15:04,1.024879616,4920.328785628602
-73.91885667,40.80469,24-07-2021 15:04,1.024879616,5189.139058167643
-73.91885833,40.80467667,24-07-2021 15:04,1.024879616,5189.139058167643
-73.91886667,40.80465,24-07-2021 15:04,1.024879616,5286.797945431124
-73.91888667,40.804585,24-07-2021 15:04,1.022715901,5820.539549153271
-73.91890333,40.80453,24-07-2021 15:04,1.024879616,6187.736506763366
-73.91896,40.80437833,24-07-2021 15:04,1.024879616,6240.496387112293
-73.91901333,40.80431,24-07-2021 15:04,1.024879616,6240.496387112293
-73.91925333,40.80436667,24-07-2021 15:05,1.024879616,6410.877071987692
-73.91928333,40.80433333,24-07-2021 15:05,1.024879616,6410.877071987692
-73.919295,40.80428833,24-07-2021 15:05,1.024879616,6410.877071987692
-73.919355,40.80417,24-07-2021 15:05,1.024879616,6410.877071987692
-73.91938833,40.80410333,24-07-2021 15:05,1.024879616,7269.359921686223
-73.919435,40.80402833,24-07-2021 15:05,1.027043331,7411.207998739997
-73.91945333,40.80400833,24-07-2021 15:05,1.024879616,7411.207998739997
-73.91954167,40.80391667,24-07-2021 15:05,1.029207045,7350.599586498435
-73.91958167,40.80387,24-07-2021 15:05,1.029207045,7350.599586498435
-73.919625,40.80382,24-07-2021 15:05,1.024879616,7350.599586498435
