Longitude,Latitude,datetime,UHI Index,water
-73.90817333,40.80759667,24-07-2021 15:55,1.004564737,0.0
-73.90821333,40.8075,24-07-2021 15:55,1.004564737,0.0
-73.908245,40.80741333,24-07-2021 15:55,1.004564737,0.0
-73.90827,40.80732833,24-07-2021 15:55,1.004564737,0.0
-73.90829833,40.80723833,24-07-2021 15:55,1.000237307,0.0
-73.90836333,40.80704833,24-07-2021 15:56,1.000237307,0.0
-73.90839667,40.806955,24-07-2021 15:56,1.000357514,0.0
-73.90842833,40.80687167,24-07-2021 15:56,1.000357514,0.0
-73.908455,40.80679667,24-07-2021 15:56,1.004684943,0.0
-73.90848,40.80674,24-07-2021 15:56,1.004684943,0.0
-73.90849667,40.80669667,24-07-2021 15:56,1.004684943,0.0
-73.90853,40.80663333,24-07-2021 15:56,1.006848658,0.0
-73.90859333,40.80654167,24-07-2021 15:56,1.004684943,0.0
-73.90863333,40.80648333,24-07-2021 15:56,1.004684943,0.0
-73.908675,40.80643,24-07-2021 15:56,1.004684943,0.0
-73.90871333,40.80638833,24-07-2021 15:56,1.004684943,0.0
-73.90875333,40.80634667,24-07-2021 15:56,1.004684943,0.0
-73.9088,40.80631167,24-07-2021 15:56,1.004684943,0.0
-73.90885167,40.80628333,24-07-2021 15:56,1.004684943,0.0
-73.90889833,40.80626,24-07-2021 15:56,1.004684943,0.0
-73.90893667,40.80624833,24-07-2021 15:56,1.004684943,0.0
-73.90896333,40.80624333,24-07-2021 15:56,1.004684943,0.0
-73.909165,40.80621667,24-07-2021 15:56,1.015503518,0.0
-73.909225,40.806185,24-07-2021 15:56,1.015503518,0.0
-73.90930167,40.80615,24-07-2021 15:56,1.015503518,0.0
-73.90947667,40.80609667,24-07-2021 15:56,1.015503518,0.0
-73.90954667,40.80606833,24-07-2021 15:56,1.013339803,0.0
-73.909595,40.80603667,24-07-2021 15:56,1.013339803,0.0
-73.90964667,40.80601333,24-07-2021 15:56,1.011176088,0.0
-73.9097,40.80599,24-07-2021 15:56,1.011176088,0.0
-73.90976,40.80597167,24-07-2021 15:56,1.004684943,0.0
-73.90987167,40.80591167,24-07-2021 15:56,1.004684943,0.0
-73.90990833,40.80590333,24-07-2021 15:56,1.004684943,0.0
-73.90994667,40.805895,24-07-2021 15:56,1.002521229,0.0
-73.90998333,40.80588667,24-07-2021 15:57,1.002521229,0.0
-73.910005,40.80574833,24-07-2021 15:57,1.011296294,0.0
-73.90990833,40.80571167,24-07-2021 15:57,1.011296294,0.0
-73.90979167,40.80562667,24-07-2021 15:57,1.011296294,1194.0801717897084
-73.90964,40.80555333,24-07-2021 15:57,1.013460009,6642.229815269049
-73.90940833,40.80539,24-07-2021 15:57,1.013460009,23055.259328376174
-73.90931,40.80531333,24-07-2021 15:57,1.011296294,32345.895994521787
-73.90921167,40.80523667,24-07-2021 15:57,1.011296294,42596.15769721593
-73.90911833,40.80516667,24-07-2021 15:57,1.011296294,52840.71511718414
-73.90902667,40.80509833,24-07-2021 15:57,1.011296294,63491.97751485341
-73.90895333,40.80503167,24-07-2021 15:58,1.015623724,73758.92529100424
-73.90889167,40.80498833,24-07-2021 15:58,1.015623724,81315.31774903691
-73.90883167,40.804955,24-07-2021 15:58,1.015623724,87858.17169162883
-73.90870167,40.80489167,24-07-2021 15:58,1.019951154,101486.22417742
-73.90863833,40.80486167,24-07-2021 15:58,1.019951154,108242.47179353242
-73.90858,40.80483667,24-07-2021 15:58,1.019951154,114256.61824789435
-73.90852667,40.804815,24-07-2021 15:58,1.019951154,119684.31019785238
-73.90847333,40.80479667,24-07-2021 15:58,1.017787439,124757.47112082966
-73.90842333,40.80478,24-07-2021 15:58,1.017787439,129500.91107321512
-73.90837333,40.80476667,24-07-2021 15:58,1.017787439,133861.76649818974
-73.908315,40.80474,24-07-2021 15:58,1.017787439,140461.64285847897
-73.90824,40.80463667,24-07-2021 15:58,1.017787439,158407.6068386039
-73.90812,40.804555,24-07-2021 15:58,1.013460009,176507.37525206374
-73.90805,40.80449833,24-07-2021 15:58,1.013460009,188591.13592555374
-73.90797167,40.80446,24-07-2021 15:58,1.013460009,198728.15844193904
-73.90789,40.80441167,24-07-2021 15:58,1.011296294,210686.68423901792
-73.90774667,40.80431833,24-07-2021 15:58,1.011296294,233431.2211219003
-73.90767833,40.804275,24-07-2021 15:58,1.011296294,244303.2779047049
-73.907605,40.804235,24-07-2021 15:58,1.011296294,255102.77993405182
-73.907515,40.80420833,24-07-2021 15:58,1.011296294,265011.5505962576
-73.90745167,40.804175,24-07-2021 15:58,1.013460009,274338.58204518905
-73.90736167,40.804135,24-07-2021 15:58,1.013460009,286564.68353783555
-73.90721833,40.80409667,24-07-2021 15:58,1.013460009,302202.9103104072
-73.90718,40.80413667,24-07-2021 15:58,1.013460009,298283.8673161592
-73.907135,40.80417833,24-07-2021 15:58,1.013460009,294544.83092399087
-73.90709,40.80422333,24-07-2021 15:58,1.00913258,290275.49754631583
-73.90704333,40.80427167,24-07-2021 15:58,1.00913258,285593.5612761
-73.906985,40.80432667,24-07-2021 15:58,1.00913258,280627.0049194302
-73.90693,40.80438,24-07-2021 15:58,1.00913258,275727.5572280582
-73.906875,40.80442667,24-07-2021 15:58,1.006968865,271898.75254331756
-73.90682833,40.80446833,24-07-2021 15:59,1.007089071,268336.66988346947
-73.90678333,40.8045,24-07-2021 15:59,1.007089071,266245.86300259875
-73.90674167,40.80451333,24-07-2021 15:59,1.007089071,266820.362248244
-73.9067,40.80451,24-07-2021 15:59,1.004925356,270015.34431106306
-73.90665667,40.80448833,24-07-2021 15:59,1.004925356,276228.444125742
-73.90660667,40.80445333,24-07-2021 15:59,1.007089071,285040.2314102359
-73.90655667,40.80441167,24-07-2021 15:59,1.007089071,294999.97207741643
-73.90649,40.80436667,24-07-2021 15:59,1.007089071,306688.2483734042
-73.906415,40.80432333,24-07-2021 15:59,1.007089071,318762.74539348966
-73.90633,40.804275,24-07-2021 15:59,1.007089071,332445.44957295584
-73.90624167,40.80422333,24-07-2021 15:59,1.007089071,347049.1580357693
-73.90606,40.80412,24-07-2021 15:59,1.007089071,377053.6956025367
-73.90597,40.80407,24-07-2021 15:59,1.007089071,391920.65269117255
-73.90573333,40.80394333,24-07-2021 15:59,1.007089071,430721.25812391087
-73.90568167,40.803915,24-07-2021 15:59,1.007089071,439412.83584516356
-73.90563,40.80389167,24-07-2021 15:59,1.000597926,447255.201754344
-73.90562667,40.803875,24-07-2021 15:59,1.000597926,450455.62857375795
-73.905605,40.80382333,24-07-2021 15:59,0.998434212,461230.0383976791
-73.90562833,40.803785,24-07-2021 15:59,0.998434212,466395.8951720181
-73.90566833,40.80373833,24-07-2021 15:59,0.998434212,471856.1892724318
-73.90572167,40.80368667,24-07-2021 15:59,0.998434212,477248.493057513
-73.90577667,40.80363333,24-07-2021 15:59,1.000597926,482827.8066785871
-73.90583167,40.80357833,24-07-2021 15:59,1.000597926,488713.005470168
-73.90588333,40.80352833,24-07-2021 15:59,0.998434212,493947.0264872132
-73.90592667,40.80348333,24-07-2021 15:59,0.998434212,498892.82084970764
-73.90596667,40.80344333,24-07-2021 15:59,0.998434212,503182.668055524
-73.906,40.80340833,24-07-2021 15:59,0.998434212,507061.7471030823
-73.90602333,40.80338333,24-07-2021 15:59,0.996270497,509869.2061968135
-73.90607,40.80331667,24-07-2021 15:59,0.991943067,518518.5847815983
-73.90609333,40.80328,24-07-2021 15:59,0.989779352,523459.203708579
-73.90617,40.80319667,24-07-2021 15:59,0.989779352,532933.1125732246
-73.90625667,40.80311667,24-07-2021 15:59,0.987615637,541056.2040933666
-73.90634667,40.803035,24-07-2021 15:59,0.987615637,549237.5610258537
-73.90642833,40.80296167,24-07-2021 15:59,0.987615637,556521.2301985442
-73.90650333,40.802895,24-07-2021 15:59,0.987615637,563086.9566367005
-73.90665167,40.80274667,24-07-2021 15:59,0.983288207,579113.7822500176
-73.906725,40.80267333,24-07-2021 15:59,0.985451922,587042.7803890604
-73.9068,40.8026,24-07-2021 15:59,0.985451922,594841.594946137
-73.90687333,40.80252833,24-07-2021 15:59,0.987615637,602461.7399338327
-73.90694833,40.80245333,24-07-2021 15:59,0.987615637,610571.2295793139
-73.90702,40.80237833,24-07-2021 15:59,0.985451922,618941.7989869412
-73.90709167,40.80230833,24-07-2021 15:59,0.985451922,626382.2535594674
-73.90714667,40.80225167,24-07-2021 15:59,0.981124492,632641.3970692786
-73.90718,40.802215,24-07-2021 15:59,0.981124492,636871.4453392165
-73.907205,40.80219167,24-07-2021 15:59,0.985451922,639264.506584601
-73.90729,40.80219167,24-07-2021 15:59,0.987615637,632573.3036371819
-73.90734333,40.80221667,24-07-2021 15:59,0.987615637,623720.5136876226
-73.90740333,40.80225167,24-07-2021 15:59,0.987615637,612505.3658702075
-73.90747,40.80229667,24-07-2021 15:59,0.987615637,598946.9440628566
-73.90754833,40.80234333,24-07-2021 15:59,0.987615637,584218.3832023932
-73.90763833,40.802395,24-07-2021 15:59,0.987615637,567725.3425803924
-73.90773333,40.80244667,24-07-2021 15:59,0.987615637,550926.2616182406
-73.90783167,40.80250333,24-07-2021 15:59,0.987615637,533058.7439736748
-73.90803167,40.802615,24-07-2021 15:59,0.989779352,497702.97564291337
-73.90812667,40.80266833,24-07-2021 15:01,0.989779352,481016.0104319031
-73.90820333,40.80271333,24-07-2021 15:01,0.991943067,467286.95725110325
-73.90829,40.80275833,24-07-2021 15:01,0.992063273,452894.88419518655
-73.90837167,40.80281167,24-07-2021 15:01,0.996390703,437516.1241593109
-73.90840167,40.80283,24-07-2021 15:01,0.996390703,432116.36011989205
-73.90844167,40.80285,24-07-2021 15:01,0.996390703,425708.67339960946
-73.90849167,40.80287333,24-07-2021 15:01,0.996390703,418016.4722441461
-73.908605,40.80294,24-07-2021 15:01,1.000718133,398336.53945948393
-73.90866833,40.80298,24-07-2021 15:01,1.005045563,386965.0058956649
-73.90873667,40.803025,24-07-2021 15:01,1.005045563,374471.5729909679
-73.90881667,40.80307167,24-07-2021 15:01,1.005045563,360970.77735688834
-73.90890167,40.80312,24-07-2021 15:01,1.005045563,346969.2839228909
-73.90898667,40.80317,24-07-2021 15:01,1.000718133,332832.31012755644
-73.90907667,40.80322,24-07-2021 15:01,1.000718133,318495.70573208405
-73.90917,40.80327167,24-07-2021 15:01,1.000718133,303820.99232449883
-73.909265,40.80332167,24-07-2021 15:01,1.000718133,289477.09345639707
-73.90936,40.80337667,24-07-2021 15:01,1.000718133,274535.77401034563
-73.909455,40.80343333,24-07-2021 15:01,1.000718133,259556.10667332544
-73.90955167,40.80349,24-07-2021 15:01,0.998554418,244692.41656242413
-73.909645,40.80354833,24-07-2021 15:01,0.998554418,230026.22580589718
-73.90975333,40.80359333,24-07-2021 15:01,0.998554418,216630.38982331892
-73.90986,40.80364167,24-07-2021 15:01,0.998554418,203084.30897968943
-73.90996167,40.80368833,24-07-2021 15:01,0.998554418,190327.51465231366
-73.910065,40.80373333,24-07-2021 15:01,0.998554418,177937.04424985347
-73.91016667,40.803775,24-07-2021 15:01,1.000718133,166332.13039023176
-73.91026833,40.80381667,24-07-2021 15:01,1.000718133,154958.22317188862
-73.91036667,40.80385833,24-07-2021 15:01,1.007209277,144012.16340454522
-73.910465,40.80390333,24-07-2021 15:01,1.007209277,132888.05991558373
-73.91056667,40.803945,24-07-2021 15:01,1.009372992,122265.90372458151
-73.91066667,40.80399,24-07-2021 15:02,1.009372992,111598.85777967522
-73.91077,40.80403333,24-07-2021 15:02,1.011536707,101263.49891196795
-73.91087,40.80407667,24-07-2021 15:02,1.011536707,91409.13629904357
-73.91104333,40.80416833,24-07-2021 15:02,1.011536707,73329.26239477344
-73.91112667,40.80421,24-07-2021 15:02,1.011536707,65335.297667383216
-73.91121,40.804245,24-07-2021 15:02,1.011536707,58302.32262580021
-73.91128667,40.80427167,24-07-2021 15:02,1.011536707,52586.834084175534
-73.911345,40.804295,24-07-2021 15:02,1.013700422,48080.908830558394
-73.911385,40.80431167,24-07-2021 15:02,1.013700422,45005.93427570927
-73.91140667,40.80432167,24-07-2021 15:02,1.015864137,43281.1333783717
-73.91156333,40.80437,24-07-2021 15:02,1.035457777,33444.11902286533
-73.911605,40.804385,24-07-2021 15:02,1.035457777,30801.3160101348
-73.91168667,40.80441833,24-07-2021 15:02,1.037621492,25529.122594205273
-73.91172667,40.80443333,24-07-2021 15:02,1.035457777,23162.212723588556
-73.91183333,40.80448,24-07-2021 15:02,1.031130348,16799.109013546877
-73.91187667,40.80449833,24-07-2021 15:02,1.031130348,14457.596991229691
-73.91191667,40.804515,24-07-2021 15:02,1.031130348,12413.930328494846
-73.91195833,40.80453333,24-07-2021 15:02,1.035457777,10335.618899229245
-73.91200333,40.80455333,24-07-2021 15:02,1.035457777,8223.045065087894
-73.912045,40.80456833,24-07-2021 15:02,1.033294062,6591.254746420443
-73.91207333,40.80457167,24-07-2021 15:02,1.033294062,5872.007769498665
-73.91214333,40.8046,24-07-2021 15:02,1.031130348,3394.0198610995835
-73.91219333,40.80461833,24-07-2021 15:02,1.031130348,1962.1762896637897
-73.912275,40.804645,24-07-2021 15:02,1.024639203,356.5389930021347
-73.91236667,40.80469833,24-07-2021 15:02,1.024639203,0.0
-73.91245333,40.804735,24-07-2021 15:02,1.031130348,0.0
-73.912545,40.804785,24-07-2021 15:02,1.031130348,0.0
-73.91263,40.80482667,24-07-2021 15:02,1.033294062,0.0
-73.91271833,40.804865,24-07-2021 15:02,1.033294062,0.0
-73.91281,40.80490833,24-07-2021 15:02,1.035457777,0.0
-73.91290833,40.80495333,24-07-2021 15:03,1.035457777,0.0
-73.91301333,40.80500667,24-07-2021 15:03,1.035457777,0.0
-73.91312,40.805055,24-07-2021 15:03,1.035457777,0.0
-73.91322667,40.80509833,24-07-2021 15:03,1.037621492,0.0
-73.91332167,40.80514167,24-07-2021 15:03,1.037621492,0.0
-73.91352167,40.80522667,24-07-2021 15:03,1.035457777,0.0
-73.913625,40.805275,24-07-2021 15:03,1.031130348,0.0
-73.913835,40.805365,24-07-2021 15:03,1.031130348,0.0
-73.91393667,40.80540667,24-07-2021 15:03,1.031130348,0.0
-73.91403,40.805445,24-07-2021 15:03,1.031130348,0.0
-73.91411167,40.80548,24-07-2021 15:03,1.028966633,0.0
-73.914175,40.80550667,24-07-2021 15:03,1.028966633,0.0
-73.91421167,40.805525,24-07-2021 15:03,1.026802918,0.0
-73.91423333,40.805535,24-07-2021 15:03,1.026802918,0.0
-73.91437,40.80557833,24-07-2021 15:03,1.026923124,0.0
-73.91442167,40.80556833,24-07-2021 15:03,1.026923124,0.0
-73.914445,40.80556,24-07-2021 15:03,1.031250554,0.0
-73.9145,40.80552333,24-07-2021 15:03,1.029086839,0.0
-73.91452667,40.80547833,24-07-2021 15:03,1.029086839,0.0
-73.91456333,40.80542667,24-07-2021 15:03,1.029086839,0.0
-73.91460167,40.80536667,24-07-2021 15:03,1.026923124,0.0
-73.91464667,40.80530167,24-07-2021 15:03,1.026923124,0.0
-73.91469667,40.80523667,24-07-2021 15:03,1.026923124,0.0
-73.91474167,40.80517333,24-07-2021 15:03,1.026923124,0.0
-73.91478167,40.80511833,24-07-2021 15:03,1.022595694,0.0
-73.91480667,40.805075,24-07-2021 15:03,1.022595694,0.0
-73.91489167,40.80498167,24-07-2021 15:03,1.020431979,0.0
-73.914925,40.80494,24-07-2021 15:03,1.020431979,0.0
-73.91497167,40.80488833,24-07-2021 15:03,1.018268265,0.0
-73.91502333,40.804825,24-07-2021 15:03,1.018268265,0.0
-73.91507667,40.804755,24-07-2021 15:03,1.013940835,0.0
-73.91513833,40.80467,24-07-2021 15:04,1.013940835,0.0
-73.91521167,40.80457833,24-07-2021 15:04,1.01177712,0.0
-73.91528333,40.80448833,24-07-2021 15:04,1.01177712,0.0
-73.91535,40.80440167,24-07-2021 15:04,1.00744969,0.0
-73.91556,40.80413167,24-07-2021 15:04,1.005285975,0.0
-73.915625,40.80405,24-07-2021 15:04,1.005285975,0.0
-73.91569333,40.80396833,24-07-2021 15:04,1.00312226,0.6869554703255571
-73.91576167,40.803895,24-07-2021 15:04,1.00312226,1118.9188223171857
-73.91581333,40.80383,24-07-2021 15:04,1.00312226,2987.103447801026
-73.91585333,40.80378667,24-07-2021 15:04,1.00312226,4194.246907664507
-73.91588,40.80376333,24-07-2021 15:04,1.00312226,4746.938686263133
-73.91591167,40.80375167,24-07-2021 15:04,1.00312226,5180.273111283436
-73.91602,40.80376667,24-07-2021 15:04,1.000958546,6141.451089919691
-73.91610167,40.80379333,24-07-2021 15:04,1.000958546,6695.991641894628
-73.91619833,40.80383,24-07-2021 15:04,1.000958546,7273.815968040412
-73.91630333,40.80387667,24-07-2021 15:04,0.998794831,7804.170391319965
-73.91641167,40.80392,24-07-2021 15:04,0.998794831,8368.688541809504
-73.916525,40.80396833,24-07-2021 15:04,0.996631116,8886.182195481124
-73.91664333,40.80401667,24-07-2021 15:04,0.996631116,9368.44918937812
-73.91703167,40.80417333,24-07-2021 15:04,0.992303686,10641.001867002173
-73.917165,40.80422333,24-07-2021 15:04,0.992303686,11043.090569409851
-73.917295,40.80427333,24-07-2021 15:04,0.994467401,11422.146052384476
-73.91742167,40.80432333,24-07-2021 15:04,0.994467401,11758.89630888965
-73.917545,40.80437167,24-07-2021 15:04,0.998794831,12064.314947584815
-73.917665,40.80442,24-07-2021 15:04,0.998794831,12337.754221310646
-73.91777333,40.804465,24-07-2021 15:04,1.00312226,12563.702802348542
-73.91787167,40.80450667,24-07-2021 15:04,1.003242467,12750.982617131996
-73.91795833,40.80454167,24-07-2021 15:04,1.005406182,12921.087828893691
-73.91803333,40.80456833,24-07-2021 15:04,1.005406182,13085.418470492756
-73.91809167,40.80459,24-07-2021 15:04,1.007569897,13200.969511043051
-73.91813,40.804605,24-07-2021 15:04,1.007569897,13268.828153910808
-73.91817167,40.80464667,24-07-2021 15:04,1.014061041,13168.513991250891
-73.91821667,40.80466667,24-07-2021 15:04,1.014061041,13226.428292640196
-73.91826333,40.80469,24-07-2021 15:04,1.014061041,13266.861862909236
-73.91831333,40.80471333,24-07-2021 15:04,1.011897326,13320.331248206217
-73.91836667,40.80473667,24-07-2021 15:04,1.011897326,13386.792529698108
-73.91842667,40.80475667,24-07-2021 15:04,1.011897326,13504.201057586717
-73.91848833,40.80477667,24-07-2021 15:04,1.011897326,13628.372117792025
-73.91855,40.80479333,24-07-2021 15:04,1.014061041,13776.135512534687
-73.91861167,40.80480667,24-07-2021 15:04,1.014061041,13946.645254344254
-73.91873167,40.80480667,24-07-2021 15:04,1.020552186,14442.467259462926
-73.91877,40.80479667,24-07-2021 15:04,1.018388471,14662.55787356906
-73.91879833,40.804775,24-07-2021 15:04,1.018388471,14918.380999792284
-73.91882167,40.80475,24-07-2021 15:04,1.024879616,15175.442685619142
-73.91884,40.80472667,24-07-2021 15:04,1.024879616,15400.305707330677
-73.91885667,40.80469,24-07-2021 15:04,1.024879616,15703.661569410353
-73.91885833,40.80467667,24-07-2021 15:04,1.024879616,15796.022303276091
-73.91886667,40.80465,24-07-2021 15:04,1.024879616,16001.208734296275
-73.91888667,40.804585,24-07-2021 15:04,1.022715901,16532.292036812825
-73.91890333,40.80453,24-07-2021 15:04,1.024879616,17020.628525681503
-73.91896,40.80437833,24-07-2021 15:04,1.024879616,18608.96043112954
-73.91901333,40.80431,24-07-2021 15:04,1.024879616,19470.86433013711
-73.91925333,40.80436667,24-07-2021 15:05,1.024879616,19747.213687413652
-73.91928333,40.80433333,24-07-2021 15:05,1.024879616,20143.224820512132
-73.919295,40.80428833,24-07-2021 15:05,1.024879616,20574.568343151743
-73.919355,40.80417,24-07-2021 15:05,1.024879616,21781.655950499204
-73.91938833,40.80410333,24-07-2021 15:05,1.024879616,22440.433871067813
-73.919435,40.80402833,24-07-2021 15:05,1.027043331,23184.009427256577
-73.91945333,40.80400833,24-07-2021 15:05,1.024879616,23395.69387246882
-73.91954167,40.80391667,24-07-2021 15:05,1.029207045,24357.811066650447
-73.91958167,40.80387,24-07-2021 15:05,1.029207045,24806.76767543054
-73.919625,40.80382,24-07-2021 15:05,1.024879616,25267.42190501112
-73.91965833,40.80377333,24-07-2021 15:05,1.024879616,25679.41645267343
-73.91969167,40.80373333,24-07-2021 15:05,1.022715901,26610.241632176774
-73.91973167,40.80370167,24-07-2021 15:05,1.022715901,28199.19104407498
-73.91977167,40.80368333,24-07-2021 15:06,1.020552186,29915.935682466305
-73.91994333,40.80371833,24-07-2021 15:06,1.016344962,36940.442583743636
-73.92001833,40.80374667,24-07-2021 15:06,1.016344962,40377.222250720486
-73.92010667,40.803775,24-07-2021 15:06,1.014181248,45016.672884689295
-73.92030667,40.80385333,24-07-2021 15:06,1.014181248,56511.24340090406
-73.920525,40.80394833,24-07-2021 15:06,1.012017533,70578.1094842499
-73.92064,40.80399333,24-07-2021 15:06,1.012017533,78860.55137124131
-73.92086167,40.80408,24-07-2021 15:06,1.014181248,95987.45699144003
-73.92096167,40.80412667,24-07-2021 15:06,1.018508677,103781.85806877438
-73.92105167,40.80416667,24-07-2021 15:06,1.018508677,111102.18635934433
-73.92113167,40.80420167,24-07-2021 15:06,1.020672392,117770.37403002867
-73.92132333,40.80427667,24-07-2021 15:06,1.020672392,134765.83466877585
-73.92137167,40.80429667,24-07-2021 15:06,1.020672392,139091.77135453734
-73.92143833,40.80432667,24-07-2021 15:06,1.020672392,144963.3129632349
-73.92151167,40.80436167,24-07-2021 15:06,1.020672392,151359.7394315214
-73.92159333,40.80439667,24-07-2021 15:06,1.018508677,158829.69815088902
-73.921685,40.80443667,24-07-2021 15:06,1.018508677,167270.49107221913
-73.92178167,40.80448,24-07-2021 15:06,1.016344962,176199.82689164268
