Longitude,Latitude,datetime,UHI Index,green_space
-73.909965,40.810705,24-07-2021 15:54,1.02175425,243059.47460705964
-73.90995167,40.81062833,24-07-2021 15:54,1.023917965,241113.73443668796
-73.90991333,40.8106,24-07-2021 15:54,1.02175425,239955.9265250383
-73.90974333,40.810515,24-07-2021 15:54,1.02175425,234068.69103812435
-73.90966667,40.810495,24-07-2021 15:54,1.019590535,230958.58098210144
-73.90959167,40.81047333,24-07-2021 15:54,1.019590535,226709.32520660863
-73.90951833,40.810445,24-07-2021 15:54,1.019590535,221313.4007679093
-73.90944,40.81042333,24-07-2021 15:54,1.019590535,216000.06440319767
-73.909385,40.8104,24-07-2021 15:54,1.019590535,211839.27495028166
-73.909345,40.81038,24-07-2021 15:54,1.019590535,208652.84963620428
-73.90925333,40.81033333,24-07-2021 15:54,1.01742682,201308.54158109985
-73.90922333,40.81030667,24-07-2021 15:54,1.019590535,198359.1807499244
-73.90917333,40.81029333,24-07-2021 15:55,1.019590535,195046.22948836605
-73.90911833,40.81028,24-07-2021 15:55,1.019590535,191478.51505627643
-73.909055,40.81026167,24-07-2021 15:55,1.019590535,187251.09386900987
-73.90897833,40.81023833,24-07-2021 15:55,1.019590535,182115.3825950669
-73.908895,40.81021833,24-07-2021 15:55,1.019590535,176780.40980720028
-73.90871333,40.81017333,24-07-2021 15:55,1.02175425,165186.74167787525
-73.90862167,40.810155,24-07-2021 15:55,1.02175425,159585.98107333478
-73.90853667,40.81013833,24-07-2021 15:55,1.02175425,154435.31907936177
-73.90847,40.81012667,24-07-2021 15:55,1.023917965,150461.83612027465
-73.90843167,40.810125,24-07-2021 15:55,1.023917965,148373.0577928132
-73.90818333,40.81009667,24-07-2021 15:55,1.015263105,133425.5200913115
-73.9081,40.81007833,24-07-2021 15:55,1.015263105,127903.83934040384
-73.90800833,40.81006,24-07-2021 15:55,1.01309939,121927.00724919135
-73.90791833,40.81004,24-07-2021 15:55,1.01309939,116027.57526663096
-73.90782333,40.810025,24-07-2021 15:55,1.01309939,110264.91916353369
-73.907525,40.80997833,24-07-2021 15:55,1.010935675,91865.90886671383
-73.90740667,40.809905,24-07-2021 15:55,1.03269303,83055.57847953358
-73.90739667,40.80987,24-07-2021 15:55,1.030529316,81478.21453555913
-73.90739833,40.80982833,24-07-2021 15:55,1.030529316,80335.49623107527
-73.90741167,40.80977667,24-07-2021 15:55,1.026201886,79499.12324800408
-73.907465,40.80964333,24-07-2021 15:55,1.026201886,78146.94748515302
-73.90749167,40.80957167,24-07-2021 15:55,1.026201886,77188.67020273747
-73.90751833,40.80950167,24-07-2021 15:55,1.028365601,76193.37998012842
-73.90753833,40.80944167,24-07-2021 15:55,1.028365601,75060.08552298511
-73.90755,40.80939833,24-07-2021 15:55,1.028365601,74027.22525238436
-73.90761333,40.80920333,24-07-2021 15:55,1.04134789,70249.47389045382
-73.90763833,40.80913833,24-07-2021 15:55,1.04134789,69149.09956819413
-73.90766,40.80906667,24-07-2021 15:55,1.03702046,67597.51758600991
-73.90768,40.80899,24-07-2021 15:55,1.03702046,65704.06236629425
-73.90770167,40.80891167,24-07-2021 15:55,1.039184175,63759.34909454799
-73.90772667,40.808825,24-07-2021 15:55,1.039184175,61616.57028087307
-73.90775667,40.808735,24-07-2021 15:55,1.026201886,59519.312126309414
-73.907785,40.80864333,24-07-2021 15:55,1.026201886,57286.12569689726
-73.90781833,40.80855,24-07-2021 15:55,1.024038171,55176.260267373946
-73.90785667,40.80845667,24-07-2021 15:55,1.024038171,53226.715664680116
-73.90789333,40.80836,24-07-2021 15:55,1.024038171,51079.27535796872
-73.90792833,40.80826167,24-07-2021 15:55,1.024038171,48819.505213229335
-73.90800833,40.80806667,24-07-2021 15:55,1.019710741,44488.9020925726
-73.90802667,40.80797667,24-07-2021 15:55,1.015383311,41640.02672569627
-73.90804667,40.807885,24-07-2021 15:55,1.015383311,38672.804630616534
-73.90808667,40.80778833,24-07-2021 15:55,1.006728452,36123.8816744589
-73.90813,40.80769167,24-07-2021 15:55,1.006728452,33685.70311635751
-73.90817333,40.80759667,24-07-2021 15:55,1.004564737,31494.523302353653
-73.90821333,40.8075,24-07-2021 15:55,1.004564737,29440.0250576018
-73.908245,40.80741333,24-07-2021 15:55,1.004564737,27658.110650619517
-73.90827,40.80732833,24-07-2021 15:55,1.004564737,25833.262850579973
-73.90829833,40.80723833,24-07-2021 15:55,1.000237307,24000.679881815995
-73.90836333,40.80704833,24-07-2021 15:56,1.000237307,20434.00722861414
-73.90839667,40.806955,24-07-2021 15:56,1.000357514,18801.389219020362
-73.90842833,40.80687167,24-07-2021 15:56,1.000357514,17394.744000593633
-73.908455,40.80679667,24-07-2021 15:56,1.004684943,16117.362514972845
-73.90848,40.80674,24-07-2021 15:56,1.004684943,15217.515065034235
-73.90849667,40.80669667,24-07-2021 15:56,1.004684943,14501.564741381635
-73.90853,40.80663333,24-07-2021 15:56,1.006848658,13584.63085921573
-73.90859333,40.80654167,24-07-2021 15:56,1.004684943,12430.139715730027
-73.90863333,40.80648333,24-07-2021 15:56,1.004684943,11659.834272210106
-73.908675,40.80643,24-07-2021 15:56,1.004684943,11000.525420592143
-73.90871333,40.80638833,24-07-2021 15:56,1.004684943,10532.706675072344
-73.90875333,40.80634667,24-07-2021 15:56,1.004684943,10073.16833312172
-73.9088,40.80631167,24-07-2021 15:56,1.004684943,9795.265625993527
-73.90885167,40.80628333,24-07-2021 15:56,1.004684943,9677.21399598359
-73.90889833,40.80626,24-07-2021 15:56,1.004684943,9603.286678733763
-73.90893667,40.80624833,24-07-2021 15:56,1.004684943,9683.348570102766
-73.90896333,40.80624333,24-07-2021 15:56,1.004684943,9798.432585116589
-73.909165,40.80621667,24-07-2021 15:56,1.015503518,10857.911110306917
-73.909225,40.806185,24-07-2021 15:56,1.015503518,10644.04377230814
-73.90930167,40.80615,24-07-2021 15:56,1.015503518,10462.33056123519
-73.90947667,40.80609667,24-07-2021 15:56,1.015503518,10533.461571423199
-73.90954667,40.80606833,24-07-2021 15:56,1.013339803,10369.66111622444
-73.909595,40.80603667,24-07-2021 15:56,1.013339803,9970.303911057199
-73.90964667,40.80601333,24-07-2021 15:56,1.011176088,9767.596354331028
-73.9097,40.80599,24-07-2021 15:56,1.011176088,9561.114744958375
-73.90976,40.80597167,24-07-2021 15:56,1.004684943,9493.09036896227
-73.90987167,40.80591167,24-07-2021 15:56,1.004684943,8736.232858929248
-73.90990833,40.80590333,24-07-2021 15:56,1.004684943,8732.760136987145
-73.90994667,40.805895,24-07-2021 15:56,1.002521229,8732.797057994614
-73.90998333,40.80588667,24-07-2021 15:57,1.002521229,8719.479495262989
-73.910005,40.80574833,24-07-2021 15:57,1.011296294,5799.00830584693
-73.90990833,40.80571167,24-07-2021 15:57,1.011296294,4738.897092312793
-73.90979167,40.80562667,24-07-2021 15:57,1.011296294,2974.5991153835876
-73.90964,40.80555333,24-07-2021 15:57,1.013460009,1658.815493264876
-73.90940833,40.80539,24-07-2021 15:57,1.013460009,195.08531253216483
-73.90931,40.80531333,24-07-2021 15:57,1.011296294,67.28349938193172
-73.90921167,40.80523667,24-07-2021 15:57,1.011296294,67.28349938193172
-73.90911833,40.80516667,24-07-2021 15:57,1.011296294,67.28349938193172
-73.90902667,40.80509833,24-07-2021 15:57,1.011296294,67.28349938193172
-73.90895333,40.80503167,24-07-2021 15:58,1.015623724,67.28349938193172
-73.90889167,40.80498833,24-07-2021 15:58,1.015623724,67.28349938193172
-73.90883167,40.804955,24-07-2021 15:58,1.015623724,67.28349938193172
-73.90870167,40.80489167,24-07-2021 15:58,1.019951154,67.28349938193172
-73.90863833,40.80486167,24-07-2021 15:58,1.019951154,67.28349938193172
-73.90858,40.80483667,24-07-2021 15:58,1.019951154,67.28349938193172
-73.90852667,40.804815,24-07-2021 15:58,1.019951154,67.28349938193172
-73.90847333,40.80479667,24-07-2021 15:58,1.017787439,67.28349938193172
-73.90842333,40.80478,24-07-2021 15:58,1.017787439,67.28349938193172
-73.90837333,40.80476667,24-07-2021 15:58,1.017787439,67.28349938193172
-73.908315,40.80474,24-07-2021 15:58,1.017787439,67.28349938193172
-73.90824,40.80463667,24-07-2021 15:58,1.017787439,67.28349938193172
-73.90812,40.804555,24-07-2021 15:58,1.013460009,67.28349938193172
-73.90805,40.80449833,24-07-2021 15:58,1.013460009,67.28349938193172
-73.90797167,40.80446,24-07-2021 15:58,1.013460009,67.28349938193172
-73.90789,40.80441167,24-07-2021 15:58,1.011296294,67.28349938193172
-73.90774667,40.80431833,24-07-2021 15:58,1.011296294,0.0
-73.90767833,40.804275,24-07-2021 15:58,1.011296294,0.0
-73.907605,40.804235,24-07-2021 15:58,1.011296294,0.0
-73.907515,40.80420833,24-07-2021 15:58,1.011296294,0.0
-73.90745167,40.804175,24-07-2021 15:58,1.013460009,0.0
-73.90736167,40.804135,24-07-2021 15:58,1.013460009,0.0
-73.90721833,40.80409667,24-07-2021 15:58,1.013460009,0.0
-73.90718,40.80413667,24-07-2021 15:58,1.013460009,0.0
-73.907135,40.80417833,24-07-2021 15:58,1.013460009,0.0
-73.90709,40.80422333,24-07-2021 15:58,1.00913258,0.0
-73.90704333,40.80427167,24-07-2021 15:58,1.00913258,0.0
-73.906985,40.80432667,24-07-2021 15:58,1.00913258,0.0
-73.90693,40.80438,24-07-2021 15:58,1.00913258,0.0
-73.906875,40.80442667,24-07-2021 15:58,1.006968865,0.0
-73.90682833,40.80446833,24-07-2021 15:59,1.007089071,0.0
-73.90678333,40.8045,24-07-2021 15:59,1.007089071,0.0
-73.90674167,40.80451333,24-07-2021 15:59,1.007089071,0.0
-73.9067,40.80451,24-07-2021 15:59,1.004925356,0.0
-73.90665667,40.80448833,24-07-2021 15:59,1.004925356,0.0
-73.90660667,40.80445333,24-07-2021 15:59,1.007089071,0.0
-73.90655667,40.80441167,24-07-2021 15:59,1.007089071,0.0
-73.90649,40.80436667,24-07-2021 15:59,1.007089071,0.0
-73.906415,40.80432333,24-07-2021 15:59,1.007089071,0.0
-73.90633,40.804275,24-07-2021 15:59,1.007089071,0.0
-73.90624167,40.80422333,24-07-2021 15:59,1.007089071,0.0
-73.90606,40.80412,24-07-2021 15:59,1.007089071,0.0
-73.90597,40.80407,24-07-2021 15:59,1.007089071,0.0
-73.90573333,40.80394333,24-07-2021 15:59,1.007089071,0.0
-73.90568167,40.803915,24-07-2021 15:59,1.007089071,0.0
-73.90563,40.80389167,24-07-2021 15:59,1.000597926,0.0
-73.90562667,40.803875,24-07-2021 15:59,1.000597926,0.0
-73.905605,40.80382333,24-07-2021 15:59,0.998434212,0.0
-73.90562833,40.803785,24-07-2021 15:59,0.998434212,0.0
-73.90566833,40.80373833,24-07-2021 15:59,0.998434212,0.0
-73.90572167,40.80368667,24-07-2021 15:59,0.998434212,0.0
-73.90577667,40.80363333,24-07-2021 15:59,1.000597926,0.0
-73.90583167,40.80357833,24-07-2021 15:59,1.000597926,0.0
-73.90588333,40.80352833,24-07-2021 15:59,0.998434212,0.0
-73.90592667,40.80348333,24-07-2021 15:59,0.998434212,0.0
-73.90596667,40.80344333,24-07-2021 15:59,0.998434212,0.0
-73.906,40.80340833,24-07-2021 15:59,0.998434212,0.0
-73.90602333,40.80338333,24-07-2021 15:59,0.996270497,0.0
-73.90607,40.80331667,24-07-2021 15:59,0.991943067,0.0
-73.90609333,40.80328,24-07-2021 15:59,0.989779352,0.0
-73.90617,40.80319667,24-07-2021 15:59,0.989779352,0.0
-73.90625667,40.80311667,24-07-2021 15:59,0.987615637,0.0
-73.90634667,40.803035,24-07-2021 15:59,0.987615637,0.0
-73.90642833,40.80296167,24-07-2021 15:59,0.987615637,0.0
-73.90650333,40.802895,24-07-2021 15:59,0.987615637,0.0
-73.90665167,40.80274667,24-07-2021 15:59,0.983288207,0.0
-73.906725,40.80267333,24-07-2021 15:59,0.985451922,0.0
-73.9068,40.8026,24-07-2021 15:59,0.985451922,0.0
-73.90687333,40.80252833,24-07-2021 15:59,0.987615637,0.0
-73.90694833,40.80245333,24-07-2021 15:59,0.987615637,0.0
-73.90702,40.80237833,24-07-2021 15:59,0.985451922,0.0
-73.90709167,40.80230833,24-07-2021 15:59,0.985451922,0.0
-73.90714667,40.80225167,24-07-2021 15:59,0.981124492,0.0
-73.90718,40.802215,24-07-2021 15:59,0.981124492,0.0
-73.907205,40.80219167,24-07-2021 15:59,0.985451922,0.0
-73.90729,40.80219167,24-07-2021 15:59,0.987615637,0.0
-73.90734333,40.80221667,24-07-2021 15:59,0.987615637,0.0
-73.90740333,40.80225167,24-07-2021 15:59,0.987615637,0.0
-73.90747,40.80229667,24-07-2021 15:59,0.987615637,0.0
-73.90754833,40.80234333,24-07-2021 15:59,0.987615637,0.0
-73.90763833,40.802395,24-07-2021 15:59,0.987615637,0.0
-73.90773333,40.80244667,24-07-2021 15:59,0.987615637,0.0
-73.90783167,40.80250333,24-07-2021 15:59,0.987615637,0.0
-73.90803167,40.802615,24-07-2021 15:59,0.989779352,0.0
-73.90812667,40.80266833,24-07-2021 15:01,0.989779352,0.0
-73.90820333,40.80271333,24-07-2021 15:01,0.991943067,0.0
-73.90829,40.80275833,24-07-2021 15:01,0.992063273,0.0
-73.90837167,40.80281167,24-07-2021 15:01,0.996390703,0.0
-73.90840167,40.80283,24-07-2021 15:01,0.996390703,0.009214289863053296
-73.90844167,40.80285,24-07-2021 15:01,0.996390703,28.278140824387545
-73.90849167,40.80287333,24-07-2021 15:01,0.996390703,67.28349938193172
-73.908605,40.80294,24-07-2021 15:01,1.000718133,67.28349938193172
-73.90866833,40.80298,24-07-2021 15:01,1.005045563,67.28349938193172
-73.90873667,40.803025,24-07-2021 15:01,1.005045563,67.28349938193172
-73.90881667,40.80307167,24-07-2021 15:01,1.005045563,67.28349938193172
-73.90890167,40.80312,24-07-2021 15:01,1.005045563,67.28349938193172
-73.90898667,40.80317,24-07-2021 15:01,1.000718133,67.28349938193172
-73.90907667,40.80322,24-07-2021 15:01,1.000718133,67.28349938193172
-73.90917,40.80327167,24-07-2021 15:01,1.000718133,67.28349938193172
-73.909265,40.80332167,24-07-2021 15:01,1.000718133,67.28349938193172
-73.90936,40.80337667,24-07-2021 15:01,1.000718133,67.28349938193172
-73.909455,40.80343333,24-07-2021 15:01,1.000718133,67.28349938193172
-73.90955167,40.80349,24-07-2021 15:01,0.998554418,68.61296599785317
-73.909645,40.80354833,24-07-2021 15:01,0.998554418,79.56234573174437
-73.90975333,40.80359333,24-07-2021 15:01,0.998554418,104.25207230040513
-73.90986,40.80364167,24-07-2021 15:01,0.998554418,141.27142970883406
-73.90996167,40.80368833,24-07-2021 15:01,0.998554418,195.44184962292832
-73.910065,40.80373333,24-07-2021 15:01,0.998554418,266.4844333418377
-73.91016667,40.803775,24-07-2021 15:01,1.000718133,349.6868119874358
-73.91026833,40.80381667,24-07-2021 15:01,1.000718133,497.9136849782218
-73.91036667,40.80385833,24-07-2021 15:01,1.007209277,669.7540008545926
-73.910465,40.80390333,24-07-2021 15:01,1.007209277,864.4988692155504
-73.91056667,40.803945,24-07-2021 15:01,1.009372992,1083.7302686231565
-73.91066667,40.80399,24-07-2021 15:02,1.009372992,1318.138548718925
-73.91077,40.80403333,24-07-2021 15:02,1.011536707,1961.4587641999115
-73.91087,40.80407667,24-07-2021 15:02,1.011536707,2714.282388783269
-73.91104333,40.80416833,24-07-2021 15:02,1.011536707,4042.708365081879
-73.91112667,40.80421,24-07-2021 15:02,1.011536707,4607.334713666386
-73.91121,40.804245,24-07-2021 15:02,1.011536707,5221.789661116243
-73.91128667,40.80427167,24-07-2021 15:02,1.011536707,5934.484798711734
-73.911345,40.804295,24-07-2021 15:02,1.013700422,6537.919088891577
-73.911385,40.80431167,24-07-2021 15:02,1.013700422,6977.461098944978
-73.91140667,40.80432167,24-07-2021 15:02,1.015864137,7215.839665675779
-73.91156333,40.80437,24-07-2021 15:02,1.035457777,9209.403182504006
-73.911605,40.804385,24-07-2021 15:02,1.035457777,9743.994430714441
-73.91168667,40.80441833,24-07-2021 15:02,1.037621492,10752.203064668825
-73.91172667,40.80443333,24-07-2021 15:02,1.035457777,11253.248441271871
-73.91183333,40.80448,24-07-2021 15:02,1.031130348,12568.240296010057
-73.91187667,40.80449833,24-07-2021 15:02,1.031130348,13147.425255015878
-73.91191667,40.804515,24-07-2021 15:02,1.031130348,13706.610409792935
-73.91195833,40.80453333,24-07-2021 15:02,1.035457777,14303.067496441388
-73.91200333,40.80455333,24-07-2021 15:02,1.035457777,14940.556159533307
-73.912045,40.80456833,24-07-2021 15:02,1.033294062,15530.173803336906
-73.91207333,40.80457167,24-07-2021 15:02,1.033294062,15979.483254853438
-73.91214333,40.8046,24-07-2021 15:02,1.031130348,16875.603797949607
-73.91219333,40.80461833,24-07-2021 15:02,1.031130348,17528.10882181952
-73.912275,40.804645,24-07-2021 15:02,1.024639203,18706.486824367155
-73.91236667,40.80469833,24-07-2021 15:02,1.024639203,19716.951803110645
-73.91245333,40.804735,24-07-2021 15:02,1.031130348,20428.55772768751
-73.912545,40.804785,24-07-2021 15:02,1.031130348,20996.244753615567
-73.91263,40.80482667,24-07-2021 15:02,1.033294062,21498.60533057013
-73.91271833,40.804865,24-07-2021 15:02,1.033294062,22001.04111018787
-73.91281,40.80490833,24-07-2021 15:02,1.035457777,22482.206716636963
-73.91290833,40.80495333,24-07-2021 15:03,1.035457777,23029.159045027616
-73.91301333,40.80500667,24-07-2021 15:03,1.035457777,23644.350948533047
-73.91312,40.805055,24-07-2021 15:03,1.035457777,24419.54708733588
-73.91322667,40.80509833,24-07-2021 15:03,1.037621492,25322.452404662352
-73.91332167,40.80514167,24-07-2021 15:03,1.037621492,25924.658251016263
-73.91352167,40.80522667,24-07-2021 15:03,1.035457777,27058.56249373741
-73.913625,40.805275,24-07-2021 15:03,1.031130348,27684.31999507041
-73.913835,40.805365,24-07-2021 15:03,1.031130348,28986.471912495563
-73.91393667,40.80540667,24-07-2021 15:03,1.031130348,29535.36984432609
-73.91403,40.805445,24-07-2021 15:03,1.031130348,29864.665553765295
-73.91411167,40.80548,24-07-2021 15:03,1.028966633,30144.612440765595
-73.914175,40.80550667,24-07-2021 15:03,1.028966633,30383.96056672039
-73.91421167,40.805525,24-07-2021 15:03,1.026802918,30550.506566988144
-73.91423333,40.805535,24-07-2021 15:03,1.026802918,30662.806892764052
-73.91437,40.80557833,24-07-2021 15:03,1.026923124,31429.31431438462
-73.91442167,40.80556833,24-07-2021 15:03,1.026923124,31762.608299260442
-73.914445,40.80556,24-07-2021 15:03,1.031250554,31914.165338037776
-73.9145,40.80552333,24-07-2021 15:03,1.029086839,32237.94336326156
-73.91452667,40.80547833,24-07-2021 15:03,1.029086839,32453.915606918275
-73.91456333,40.80542667,24-07-2021 15:03,1.029086839,32712.54200984045
-73.91460167,40.80536667,24-07-2021 15:03,1.026923124,32889.904875087115
-73.91464667,40.80530167,24-07-2021 15:03,1.026923124,33122.78136187297
-73.91469667,40.80523667,24-07-2021 15:03,1.026923124,33404.78280627612
-73.91474167,40.80517333,24-07-2021 15:03,1.026923124,33653.4406343675
-73.91478167,40.80511833,24-07-2021 15:03,1.022595694,33863.301072378454
-73.91480667,40.805075,24-07-2021 15:03,1.022595694,33994.15000101079
-73.91489167,40.80498167,24-07-2021 15:03,1.020431979,34421.127516640096
-73.914925,40.80494,24-07-2021 15:03,1.020431979,34587.184697131444
-73.91497167,40.80488833,24-07-2021 15:03,1.018268265,34820.49289660399
-73.91502333,40.804825,24-07-2021 15:03,1.018268265,35080.31528436573
-73.91507667,40.804755,24-07-2021 15:03,1.013940835,35344.88368822345
-73.91513833,40.80467,24-07-2021 15:04,1.013940835,35638.4139405529
-73.91521167,40.80457833,24-07-2021 15:04,1.01177712,35990.13648900963
-73.91528333,40.80448833,24-07-2021 15:04,1.01177712,36327.117045525985
-73.91535,40.80440167,24-07-2021 15:04,1.00744969,36612.16437021194
-73.91556,40.80413167,24-07-2021 15:04,1.005285975,37423.40345586863
-73.915625,40.80405,24-07-2021 15:04,1.005285975,37630.98897336005
-73.91569333,40.80396833,24-07-2021 15:04,1.00312226,37849.88765521709
-73.91576167,40.803895,24-07-2021 15:04,1.00312226,38066.44755857617
-73.91581333,40.80383,24-07-2021 15:04,1.00312226,38182.907187685814
-73.91585333,40.80378667,24-07-2021 15:04,1.00312226,38285.07458835686
-73.91588,40.80376333,24-07-2021 15:04,1.00312226,38366.82833434375
-73.91591167,40.80375167,24-07-2021 15:04,1.00312226,38510.69620653889
-73.91602,40.80376667,24-07-2021 15:04,1.000958546,39152.775273142266
-73.91610167,40.80379333,24-07-2021 15:04,1.000958546,39675.82599909397
-73.91619833,40.80383,24-07-2021 15:04,1.000958546,40220.60211326393
-73.91630333,40.80387667,24-07-2021 15:04,0.998794831,40291.469306054336
-73.91641167,40.80392,24-07-2021 15:04,0.998794831,40291.469306054336
-73.916525,40.80396833,24-07-2021 15:04,0.996631116,40747.080908699674
-73.91664333,40.80401667,24-07-2021 15:04,0.996631116,41500.18555236412
-73.91703167,40.80417333,24-07-2021 15:04,0.992303686,43927.252704352344
-73.917165,40.80422333,24-07-2021 15:04,0.992303686,44677.90152314694
-73.917295,40.80427333,24-07-2021 15:04,0.994467401,45348.95436245088
-73.91742167,40.80432333,24-07-2021 15:04,0.994467401,45933.91299067107
-73.917545,40.80437167,24-07-2021 15:04,0.998794831,46434.67464158157
-73.917665,40.80442,24-07-2021 15:04,0.998794831,46848.40045960459
-73.91777333,40.804465,24-07-2021 15:04,1.00312226,47182.87084053003
-73.91787167,40.80450667,24-07-2021 15:04,1.003242467,47511.99688994531
-73.91795833,40.80454167,24-07-2021 15:04,1.005406182,47799.94736283378
-73.91803333,40.80456833,24-07-2021 15:04,1.005406182,48250.68220719815
-73.91809167,40.80459,24-07-2021 15:04,1.007569897,49016.35484789273
-73.91813,40.804605,24-07-2021 15:04,1.007569897,49558.45609171042
-73.91817167,40.80464667,24-07-2021 15:04,1.014061041,50367.729396104296
-73.91821667,40.80466667,24-07-2021 15:04,1.014061041,51032.90610743053
-73.91826333,40.80469,24-07-2021 15:04,1.014061041,51749.23691274623
-73.91831333,40.80471333,24-07-2021 15:04,1.011897326,52507.47940335366
-73.91836667,40.80473667,24-07-2021 15:04,1.011897326,53308.54339450637
-73.91842667,40.80475667,24-07-2021 15:04,1.011897326,54102.54295494371
-73.91848833,40.80477667,24-07-2021 15:04,1.011897326,54554.48916848266
-73.91855,40.80479333,24-07-2021 15:04,1.014061041,54827.85054923135
-73.91861167,40.80480667,24-07-2021 15:04,1.014061041,55094.14417774511
-73.91873167,40.80480667,24-07-2021 15:04,1.020552186,55548.70097841423
-73.91877,40.80479667,24-07-2021 15:04,1.018388471,55666.757242228545
-73.91879833,40.804775,24-07-2021 15:04,1.018388471,55738.88569991749
-73.91882167,40.80475,24-07-2021 15:04,1.024879616,55796.34350607803
-73.91884,40.80472667,24-07-2021 15:04,1.024879616,55840.3880282161
-73.91885667,40.80469,24-07-2021 15:04,1.024879616,55842.82074870964
-73.91885833,40.80467667,24-07-2021 15:04,1.024879616,55816.06976736803
-73.91886667,40.80465,24-07-2021 15:04,1.024879616,55792.09146334639
-73.91888667,40.804585,24-07-2021 15:04,1.022715901,55726.73639831988
-73.91890333,40.80453,24-07-2021 15:04,1.024879616,55667.94875955189
-73.91896,40.80437833,24-07-2021 15:04,1.024879616,56257.5223013279
-73.91901333,40.80431,24-07-2021 15:04,1.024879616,58128.47368012497
-73.91925333,40.80436667,24-07-2021 15:05,1.024879616,62601.64821108859
-73.91928333,40.80433333,24-07-2021 15:05,1.024879616,63973.026212127515
-73.919295,40.80428833,24-07-2021 15:05,1.024879616,65229.25772843334
-73.919355,40.80417,24-07-2021 15:05,1.024879616,69790.11156660503
-73.91938833,40.80410333,24-07-2021 15:05,1.024879616,72625.9957674586
-73.919435,40.80402833,24-07-2021 15:05,1.027043331,76337.64433605333
-73.91945333,40.80400833,24-07-2021 15:05,1.024879616,77558.51688487153
-73.91954167,40.80391667,24-07-2021 15:05,1.029207045,83579.24736157083
-73.91958167,40.80387,24-07-2021 15:05,1.029207045,86631.19255877892
-73.919625,40.80382,24-07-2021 15:05,1.024879616,90003.75063726929
-73.91965833,40.80377333,24-07-2021 15:05,1.024879616,92929.0978836024
-73.91969167,40.80373333,24-07-2021 15:05,1.022715901,95679.73835651379
-73.91973167,40.80370167,24-07-2021 15:05,1.022715901,98497.05861087746
-73.91977167,40.80368333,24-07-2021 15:06,1.020552186,100899.53748728344
-73.91994333,40.80371833,24-07-2021 15:06,1.016344962,106673.21467847034
-73.92001833,40.80374667,24-07-2021 15:06,1.016344962,108275.04148442819
-73.92010667,40.803775,24-07-2021 15:06,1.014181248,110211.45238139779
-73.92030667,40.80385333,24-07-2021 15:06,1.014181248,113642.70934418635
-73.920525,40.80394833,24-07-2021 15:06,1.012017533,115083.03238323776
-73.92064,40.80399333,24-07-2021 15:06,1.012017533,115345.92450766865
